"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"WU_HBX_TARGETS_1_UP","WU_HBX_TARGETS_1_UP",13,0.803568262395259,1.80173399882591,0.00148888380411609,0.0108473257391446,0.00815912101152269,1500,"tags=46%, list=10%, signal=42%","MMP1/IGKC/IL6/ACP2/FAS/CASP4"
"UNTERMAN_IPF_VS_CTRL_TREG_CELL_UP","UNTERMAN_IPF_VS_CTRL_TREG_CELL_UP",13,0.803279436599779,1.80108640324529,0.00148888380411609,0.0108473257391446,0.00815912101152269,773,"tags=54%, list=5%, signal=51%","TNFRSF1B/PIM2/TIGIT/SIT1/S1PR4/GIMAP4/TAP1"
"WP_TAR_SYNDROME","WP_TAR_SYNDROME",57,0.547307871706987,1.6790577758162,0.00151934987275063,0.0110559671245765,0.0083160564952251,1814,"tags=30%, list=11%, signal=26%","IFNG/CXCR4/LCK/CD247/CD3D/HLA-F/HLA-A/HLA-G/HLA-B/HLA-C/HAMP/FLT3/TNFRSF14/ITGB1/DDIT4/PEX11B/SLC22A4"
"UNTERMAN_IPF_VS_CTRL_MONOCYTE_DN","UNTERMAN_IPF_VS_CTRL_MONOCYTE_DN",20,0.718201754603257,1.77335388653665,0.00152391073866241,0.011075827207562,0.00833099481498008,1623,"tags=45%, list=10%, signal=40%","FCGR3A/TMEM176B/IFITM1/PLAUR/HLA-DRA/HLA-DQA1/HLA-DRB1/HBEGF/IFITM3"
"PID_NFAT_TFPATHWAY","PID_NFAT_TFPATHWAY",37,0.615660419620273,1.74905772648575,0.00152685853899513,0.011083929874314,0.00833708946357234,2584,"tags=54%, list=16%, signal=45%","IFNG/IL2RA/FASLG/CSF2/CD40LG/TBX21/BATF3/IKZF1/CXCL8/GBP3/TNF/FOSL1/IRF4/PTGS2/CBLB/PTPN1/EGR2/E2F1/JUNB/NFATC2"
"KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY",37,-0.554964422315686,-1.81944688311185,0.00153333446117109,0.0111175941087549,0.00836241096392818,2694,"tags=46%, list=17%, signal=38%","WNT9A/TCF7L2/FZD6/WNT7A/WNT10B/CCND1/FZD8/FZD7/FZD10/AXIN2/FZD4/LRP6/WNT2B/WNT4/WNT16/WNT7B/WNT3"
"MOREIRA_RESPONSE_TO_TSA_DN","MOREIRA_RESPONSE_TO_TSA_DN",15,0.754917114148352,1.75310873324778,0.00154761532392396,0.0111952155118687,0.00842079608449333,1149,"tags=53%, list=7%, signal=49%","IL2RA/CD247/CD3D/ICAM1/CD3E/LAT/ALPL/RARB"
"AKL_HTLV1_INFECTION_DN","AKL_HTLV1_INFECTION_DN",61,0.558057969870217,1.72330233389928,0.00154774271009132,0.0111952155118687,0.00842079608449333,660,"tags=20%, list=4%, signal=19%","IGKC/GZMB/GZMA/GNLY/GPR171/CD96/CD3G/CD86/STAP1/GPR65/CPVL/ADGRE1"
"CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_UP","CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_UP",36,-0.55765150645866,-1.83031303579214,0.00155315032581107,0.0112209080288883,0.00844012143347749,1999,"tags=36%, list=13%, signal=32%","ALDH4A1/ATP7B/GREB1/AK4/SEMA4G/DHCR24/FASN/SLC29A4/C2orf72/ERBB3/LRP5/PTPRF/FOXA1"
"SENESE_HDAC2_TARGETS_DN","SENESE_HDAC2_TARGETS_DN",104,-0.405451763114888,-1.59070207655595,0.00155505678669476,0.0112212749273785,0.00844039740649171,2602,"tags=36%, list=16%, signal=30%","SESN3/FKBP9/PLCE1/NPTXR/TMEM37/PKP2/ETAA1/NTN4/OCLN/NRXN3/KRT14/MYL9/MFAP5/LPAR5/PTCH1/CLU/BCAM/TMEM100/TNNT2/TIMP3/CAP2/MPP7/JUP/TMEM255A/TNNC1/NFIB/SYT11/STOX2/MATN2/SCD/CXCL14/SEMA3B/IGFBP6/CRYAB/NEFL/ID4/SPX"
"WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT","WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT",15,-0.741266566752797,-1.91156203404183,0.00156987404608268,0.0113146941080596,0.00851066526958568,2296,"tags=87%, list=15%, signal=74%","MAPK3/MAP3K1/SMAD4/SMAD5/TGFA/FGF10/SMAD1/DKK2/SFRP1/INHBB/EGFR/BMP4/FGFR2"
"GAVIN_FOXP3_TARGETS_CLUSTER_T7","GAVIN_FOXP3_TARGETS_CLUSTER_T7",93,0.496825285772683,1.63267244650085,0.0016108821602707,0.0115964338370916,0.00872258372748085,2515,"tags=24%, list=16%, signal=20%","SAMSN1/NKG7/STAT1/RAC2/CYBA/HCLS1/CD2/PSTPIP2/FTL/NFKB2/CCDC22/PSMB8/ADGRG3/AKR1B1/OAZ1/PNP/ENO1/STAMBPL1/SAR1A/BCL2L11/HNRNPF/PPM1M"
"WANG_CLASSIC_ADIPOGENIC_TARGETS_OF_PPARG","WANG_CLASSIC_ADIPOGENIC_TARGETS_OF_PPARG",23,-0.635843607634543,-1.84858016998373,0.00162034011515078,0.0116506500312923,0.0087633639621585,2043,"tags=48%, list=13%, signal=42%","CEBPA/PNPLA2/PEX11A/CFD/EPHX2/CD36/MGST1/AQP7/FABP4/CIDEC/PLIN4"
"FURUKAWA_DUSP6_TARGETS_PCI35_UP","FURUKAWA_DUSP6_TARGETS_PCI35_UP",59,0.559064665843713,1.71883381275112,0.00163014244727678,0.0117072106635187,0.00880590763180771,1757,"tags=39%, list=11%, signal=35%","IFITM1/KLRC2/THEMIS2/TNFSF13B/IFI30/RTP4/SLC15A3/SECTM1/CLEC2D/IL32/HLA-F/C15orf48/PSMB9/MDK/PARP9/RCN3/KRT17/MAPK11/HERC5/HMOX1/TAPBPL/HERC6/C1S"
"SENESE_HDAC3_TARGETS_UP","SENESE_HDAC3_TARGETS_UP",446,0.364396520878448,1.36725922254315,0.00166364615600863,0.0119336516078104,0.00897623155411536,3039,"tags=25%, list=19%, signal=21%","MMP1/CXCL10/IL24/IFIT3/SERPINB4/SPP1/MMP9/CXCL5/KLRC1/OASL/PI3/ADAM19/CXCL3/SLC2A3/SOD2/KYNU/IL7R/LPXN/GCH1/RGS16/TRAF1/ADAM12/SERPINE2/TCN1/BIRC3/IL32/RGS4/NCEH1/CXCL8/CCL20/KCNMA1/PDP1/TBC1D9/CD180/AKR1B10/FN1/TNFAIP3/TMEM158/CCL2/SAT1/PLAU/FMNL2/TLR4/NAMPT/KRT6B/DOCK4/NNMT/EFHD2/FAS/NFKB2/SCAMP1/MMP14/SLFN5/ESM1/PDE4B/IGF2BP3/SLC7A11/GPR176/PARP8/STK10/TPP1/RAB8B/G3BP2/TNIK/IQGAP2/SNAP23/PTX3/RB1/RAB43/TGFBR1/B4GALT1/CBFB/PAPPA/CREM/PRKACB/ZNF697/GFPT2/CMTM7/GEM/MCL1/GNA13/SLC6A6/ELK3/KBTBD2/DCBLD1/SEC61A1/ZNF41/DCP2/IFI16/IFIT2/SCARB2/CDC27/TRAPPC10/NFKBIA/STX1A/VPS25/STK4/STEAP3/HMGA1/HMGA2/HAS2/IFIT1/GFER/TNFSF15/PIK3IP1/TRIB1/ARL4C/PRDM1/TNFRSF10B/ENC1/GM2A/MYO1B"
"WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER","WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER",99,0.495302108189936,1.63872589083729,0.0016761986154128,0.0120094467149303,0.00903324297480507,2549,"tags=27%, list=16%, signal=23%","IFNG/IL24/IL6/CCL3/SERPINE1/IL1B/IRF1/CXCL8/FN1/IRF7/INHBA/PLAU/IL1A/CDKN2A/MMP14/COL10A1/SRC/RB1/CDC25B/IRF5/IL6R/E2F1/COL1A1/PLAT/PCNA/IFI16/CDKN1A"
"PARK_TRETINOIN_RESPONSE_AND_RARA_PLZF_FUSION","PARK_TRETINOIN_RESPONSE_AND_RARA_PLZF_FUSION",22,0.697745325696955,1.74471557547823,0.00169682595457801,0.0121428479850097,0.00913358449047847,2483,"tags=64%, list=16%, signal=54%","PLEK/FGR/NCF1/ARHGAP45/SPI1/ALOX5AP/UPP1/PLCB2/ST3GAL1/SLC2A5/PTPN6/IER3/GYPC/LBR"
"WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION","WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION",32,0.646320120292563,1.77750856986435,0.00170764336222744,0.0122058149070796,0.00918094683113695,3920,"tags=66%, list=25%, signal=49%","OAS2/STAT1/TLR7/OAS1/IFNAR2/IKBKE/STAT2/TICAM1/IRF9/IFIH1/TBK1/TRAF3/IRF3/NFKBIA/MYD88/OAS3/IFNAR1/NFKB1/EIF2AK2/TYK2/RIPK1"
"KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS","KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS",15,0.752707026543511,1.74797635009117,0.00172117486138026,0.0122880099017313,0.00924277210715729,3023,"tags=80%, list=19%, signal=65%","FASLG/FAS/TNFSF10/CASP8/BID/CASP10/CASP9/CASP7/BAK1/BAX/APAF1/TNFRSF10B"
"SABATES_COLORECTAL_ADENOMA_DN","SABATES_COLORECTAL_ADENOMA_DN",205,-0.343326356586788,-1.45028003673209,0.00174513183474982,0.0124443540150143,0.009360370727351,1935,"tags=38%, list=12%, signal=33%","SORCS1/TNS1/CDA/FLRT2/FBLN1/CHODL/MEOX2/WASF3/SLC9A3/OSR1/MFAP4/SLC15A1/SORBS2/LIFR/RERG/C7/GREM2/MFAP5/EFEMP1/CLU/CNTN4/SCN7A/WSCD1/CCDC80/OGN/GHR/SFRP1/RAB3B/PTN/L1CAM/RUNDC3B/ZBTB16/TSPAN7/ANGPTL1/TMEM100/SLC4A4/MYH11/USP2/EDIL3/MFSD4A/THRB/CDH19/NAP1L2/ADCY2/ITIH5/ABCA8/LYVE1/XKR4/PCDH9/LMOD1/PLAC9/SPINK5/TMEM255A/CD36/AOC3/CDKN2B/PRKAA2/SCNN1G/CHRDL1/WNT2B/NRXN1/SCARA5/SOX10/BCHE/PCDH19/ATP1A2/CLDN8/FXYD1/GDPD2/CLEC3B/PLP1/B3GALT5/CLCA4/CHP2/FABP4/MAMDC2/ADH1B"
"RUAN_RESPONSE_TO_TROGLITAZONE_DN","RUAN_RESPONSE_TO_TROGLITAZONE_DN",16,-0.726531023626416,-1.8984514472835,0.0017481452184675,0.0124511591708751,0.00936548941664876,1420,"tags=44%, list=9%, signal=40%","CDKN2C/SELENBP1/PPARG/AOC3/IRX3/THRSP/ADIPOQ"
"BIOCARTA_CYTOKINE_PATHWAY","BIOCARTA_CYTOKINE_PATHWAY",10,0.827552766743008,1.75843045140423,0.00175141914808183,0.0124598018687657,0.00937199026484408,1127,"tags=70%, list=7%, signal=65%","IFNG/IL6/IL15/IL10/CXCL8/TNF/IL1A"
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_2","YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_2",45,-0.520402357417399,-1.75910609951797,0.00176309715907446,0.0125281416227065,0.00942339393204372,1106,"tags=29%, list=7%, signal=27%","KRTDAP/SH3RF1/SLC4A1/SOX5/ELN/NPTX1/CDON/CAPN3/PLA2R1/EPB41L4B/TNXB/NMU/CCL27"
"WP_NEPHROGENESIS","WP_NEPHROGENESIS",12,-0.771035274640177,-1.87322153409838,0.00176863712664046,0.0125380406855743,0.00943083979047749,2604,"tags=58%, list=17%, signal=49%","MEIS1/GREB1L/OSR1/JAG1/RSPO1/WNT4/BMP7"
"MARSHALL_VIRAL_INFECTION_RESPONSE_DN","MARSHALL_VIRAL_INFECTION_RESPONSE_DN",27,0.669502373803468,1.76580052689606,0.00176821411195144,0.0125380406855743,0.00943083979047749,2708,"tags=56%, list=17%, signal=46%","GZMB/GZMA/CD7/IL18RAP/S1PR4/KLRG1/ITGB7/RELB/CKS2/GABPB1/TXK/RASA3/PCNA/NFKBIA/KIF23"
"BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_UP","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_UP",348,0.387576247803025,1.43593948133464,0.00177331013257594,0.0125564477420219,0.00944468517547223,3570,"tags=31%, list=23%, signal=25%","UBASH3A/SPOCK2/OASL/BCL2A1/CXCL3/ADAM8/IKZF3/HAVCR2/CCR6/SLA/IRF1/LILRA6/CD83/TLR10/TRAF1/FERMT3/NFKBIE/BIRC3/LTB/HLA-F/ICAM5/CXCL8/HS3ST3B1/CCL20/STX11/SELE/LGALS9/CLEC4A/NEURL3/TNF/TNFAIP3/ZC3H12A/ARHGAP30/CCL2/FOSL1/SLCO5A1/IL1A/IL11/ZNF267/IPCEF1/RELB/IRF4/POU2F2/SLC6A12/NFKB2/IFFO1/BCL3/TNFRSF9/BCL10/NR4A3/BMF/ZNF101/CYLD/ODC1/FOXN2/NFKBID/PTX3/GDF15/ELL/CEP85L/ABL2/TNFAIP8/IER3/PLEKHG2/NOCT/CFP/CARD9/GEM/SCG2/MAFG/SEMA4A/NOD2/CCDC13/CD200R1/AEN/RRN3P1/ZEB2/GPCPD1/RASSF5/MXD1/SIX4/NFKBIA/OTUD3/ANKRD49/ARHGAP19/LDLRAD4/CENPA/PTBP2/WRAP53/CSRNP1/AGAP6/PDGFB/ZNF296/TANK/CCNL1/ADM/CCDC81/CYP27A1/DUSP10/MAFF/PLK1/ZNF484/ZNF222/ZFP36/ZNF184/MXD3/NFKB1/SIM2/ZNF764"
"MASSARWEH_TAMOXIFEN_RESISTANCE_DN","MASSARWEH_TAMOXIFEN_RESISTANCE_DN",216,-0.332597707939971,-1.41871256957617,0.00179966720458575,0.0127281726153568,0.00957385286674672,2110,"tags=24%, list=13%, signal=21%","ATP2B4/GPER1/ETNK2/MEGF9/TEAD1/CRABP1/SCD5/APBB2/GREB1/FAXDC2/IGSF1/HPGD/DLC1/IGF1R/PARD6B/MGP/PDCD4/DEPTOR/CTPS2/PGR/RERG/TIAM1/RXRA/DLG5/C1orf226/EGR3/MPPED2/KAZN/SLC22A5/ZNF703/TPD52L1/IRX5/SH3BGR/TFAP2C/THSD4/MAP2/EFNB3/SYBU/IRX3/MAPT/HOXC10/LONRF2/GFRA1/HR/CELSR2/UNC13C/COL4A5/PNPLA3/CALB2/NPY1R/FREM2/FGFBP2"
"WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS","WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS",75,-0.44641135065184,-1.65452424345589,0.00181398557459268,0.0128144518336004,0.00963875020636372,1897,"tags=24%, list=12%, signal=21%","DUOX2/PNPLA2/TG/TPO/THRA/RXRA/PRKG2/NPR1/PPARG/NHSL1/SLC16A10/THRB/RPS6KA6/PPARGC1A/WNT4/KLB/AQP7/ADCY8"
"REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES","REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES",70,-0.444353485176889,-1.62237682989457,0.00182648417138043,0.0128876893632876,0.00969383787328481,2672,"tags=40%, list=17%, signal=33%","SYT12/PTPRD/RTN3/DLG1/DLGAP4/PPFIBP2/PPFIBP1/GRIN2A/STXBP1/APBA1/NRXN3/SLITRK4/GRIN2B/LIN7B/HOMER2/EPB41/PTPRS/EPB41L5/NTRK3/NLGN1/EPB41L1/PPFIA3/GRIA4/NRXN1/SYT9/DLG2/PTPRF/SLITRK2"
"WP_GPR143_IN_MELANOCYTES_AND_RETINAL_PIGMENT_EPITHELIUM_CELLS","WP_GPR143_IN_MELANOCYTES_AND_RETINAL_PIGMENT_EPITHELIUM_CELLS",28,-0.611750007790647,-1.85907108589602,0.00185472420904157,0.0130716984756111,0.00983224550026821,814,"tags=29%, list=5%, signal=27%","ADCY2/PLCB4/GPR143/TYR/MLANA/PMEL/TYRP1/DCT"
"WINZEN_DEGRADED_VIA_KHSRP","WINZEN_DEGRADED_VIA_KHSRP",86,0.515161928388705,1.6866834891638,0.00187764692895597,0.0132178474731045,0.00994217557749982,1951,"tags=33%, list=12%, signal=29%","CXCL10/CXCL11/IL6/GREM1/CSF2/CXCL3/PLAUR/CTSL/SCG5/GPR183/SERPINE2/PTGER4/CXCL8/CCL20/DUSP5/SELE/CYP24A1/TNF/IL23A/INHBA/HBEGF/PTGS2/SPRY4/SERPINI1/DUSP6/PTHLH/GDF15/PAPPA"
"PID_IL8_CXCR2_PATHWAY","PID_IL8_CXCR2_PATHWAY",33,0.63641856787624,1.75746456006291,0.00189296546819875,0.0133101885886021,0.0100116325435579,2956,"tags=45%, list=19%, signal=37%","FGR/RAC2/HCK/DOCK2/CXCL8/PIK3CG/PIK3R6/LYN/PLCB2/ARRB2/ELMO1/PRKCB/GNAI2/GNA15/CBL"
"HORIUCHI_WTAP_TARGETS_DN","HORIUCHI_WTAP_TARGETS_DN",297,0.396102459445009,1.4486644204934,0.00192110999635127,0.0134923950614821,0.0101486842646052,3434,"tags=33%, list=22%, signal=26%","CXCR4/RASSF2/TRBC2/TRBC1/ULBP2/CEP55/RGS4/ST8SIA4/KIF14/KIF2C/MYBL2/APOBEC3B/KIF4A/FSD1/POLD1/KIF11/RRM2/CHRNA1/LMNB1/KIF20A/GNG10/TPP1/AKR1B1/SPC25/KIF18B/GTSE1/CSK/UBE2S/AURKA/ODC1/ARSB/MELK/BUB1/TOR3A/CDK1/CKS2/BIRC5/CYTL1/NUSAP1/ANGPT2/PGF/CDC25B/SPC24/ARHGAP18/HMMR/LRP8/CCNB2/PTTG1/TMED5/UBE2C/CCNA2/CNN2/DLGAP5/ASF1B/TYMS/CDC27/CDKN3/LBR/PIM3/TROAP/KNL1/WDFY1/RAD51AP1/CANX/COX7B/HMGA1/HMGA2/KIF23/ATP11C/KPNB1/PRR11/ASPM/CDCA2/CENPA/UHRF1/CHST1/CDCA3/HJURP/HMGB2/RPL22L1/LEPROTL1/TMPO/TPX2/CCNB1/NDC80/CENPN/CKAP2L/IFNAR1/SGO2/NUF2/CDC20/TTK/CEP85/PLK1/LXN/ACAT2/TMEM245/GSR"
"WP_TRYPTOPHAN_METABOLISM","WP_TRYPTOPHAN_METABOLISM",27,0.666388941788866,1.7575889056876,0.00192774934557576,0.0135233182049845,0.0101719439763498,957,"tags=26%, list=6%, signal=24%","TDO2/IL4I1/IDO1/KMO/STAT1/KYNU/IDO2"
"SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1","SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1",326,0.387739850423734,1.42814995913577,0.00194436098396576,0.0136240450406037,0.0102477084975496,2146,"tags=28%, list=14%, signal=24%","IGHM/CCL4/SERPINA1/CCL3/SERPINE1/IL1B/LCK/CCL5/CSF2/CD52/ADAM8/PLAUR/SPRR3/LAPTM5/ICAM1/XCL1/SOD2/IFI6/RAC2/ULBP2/GMFG/PAX5/CCL19/ADAM28/SIRPB1/BIRC3/LTB/IL32/CHI3L1/SLC7A7/CD74/KIF21B/LAT/HLA-G/TMEM176A/DUSP5/SAMD9/CD180/OAS1/TNF/IRF7/KCTD14/CIITA/CD22/HLA-B/CPA3/RCN3/TAP2/UPP1/BST2/HBEGF/TRPV2/TPST1/RAB31/GLDC/PI4K2A/NETO2/AGPAT4/NFKB2/APOBR/TMEM51/PFKFB4/PSMB8/CLEC11A/ISG20/SLC7A11/PTGIR/NPTX2/COL6A3/MR1/STC1/IFIH1/KLRK1/DUSP6/TESPA1/CEP131/MX1/PTX3/NEU1/GDF15/GALNT6/ANGPT2/DHX58/PGF/CD200/PML/IER3/IFIT5/FSCN1/GYPC"
"WP_MAMMARY_GLAND_DEVELOPMENT_PREGNANCY_AND_LACTATION_STAGE_3_OF_4","WP_MAMMARY_GLAND_DEVELOPMENT_PREGNANCY_AND_LACTATION_STAGE_3_OF_4",39,-0.549705170631414,-1.8469947207564,0.00195359697054065,0.0136729176861797,0.0102844694319032,2684,"tags=46%, list=17%, signal=38%","ESR2/NFIC/DLGAP4/CEBPA/CAV1/CCND1/PGR/TTC9/NFIX/TNFRSF11A/ERBB2/ATP2C2/NFIB/ELF5/NFIA/EGFR/ERBB3/ERBB4"
"WP_IL10_ANTIINFLAMMATORY_SIGNALING","WP_IL10_ANTIINFLAMMATORY_SIGNALING",12,0.79713658153349,1.75509299853951,0.0019732244437719,0.0137943216317788,0.0103757868226813,1286,"tags=58%, list=8%, signal=54%","IL6/IL10RA/IL10/STAT1/IL1A/HMOX1/STAT2"
"RAY_TARGETS_OF_P210_BCR_ABL_FUSION_DN","RAY_TARGETS_OF_P210_BCR_ABL_FUSION_DN",15,0.749551136195345,1.74064757342569,0.00198151491358708,0.0138362825432576,0.0104073489019202,1883,"tags=53%, list=12%, signal=47%","PTPRCAP/SRGN/AIF1/RGS19/KCNAB2/FUT4/MX2/SATB1"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS",87,-0.428902712573134,-1.63917077627277,0.00199970112648633,0.0139471657576273,0.0104907528289291,5105,"tags=67%, list=32%, signal=45%","RPL18A/RPL32/RPS6KA2/RPS6KB1/RPL37/RPL23/RPL14/RPS5/RPS7/RPL13A/RPS3/RPS25/RPL41/RPS4X/RPS23/RPS6KB2/RPS15/RPL21/RPL24/RPL11/RPS13/FAU/RPL12/RPS27A/RPLP0/RPL17/RPL34/RPS3A/RPL22/RPS6/RPL4/RPL36/RPL37A/RPS18/RPL18/RPL7/RPS20/RPL26/RPL7A/RPL5/RPL3/RPL36A/RPS14/RPLP2/RPS28/RPS21/RPL8/RPL13/RPL9/RPL31/RPL35A/RPL39/RPS8/RPL30/RPS12/RPS16/RPS6KA6/RPLP1"
"KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION","KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION",80,-0.435471720955885,-1.63785111118161,0.00201241684750228,0.0140196828074266,0.0105452985666473,5105,"tags=68%, list=32%, signal=46%","RPL18A/RPL32/RPL37/RPL23/RPL14/RPS5/RPS7/RPL13A/RPS3/RPS25/RPL41/RPS4X/RPS23/RPS15/RPL21/RPL24/RPL11/RPS13/FAU/RPL12/RPS27A/RPLP0/RPL17/RPL34/RPS3A/RPL22/RPS6/RPL4/RPL36/RPL37A/RPS18/RPL18/RPL7/RPS20/RPL26/RPL7A/RPL5/RPL3/RPL36A/RPS14/RPLP2/RPS28/RPS21/RPL8/RPL13/RPL9/RPL31/RPL35A/RPL39/RPS8/RPL30/RPS12/RPS16/RPLP1"
"REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS","REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS",23,0.672626924717254,1.70189969920684,0.00201841524758746,0.0140452899909797,0.0105645597296656,2241,"tags=61%, list=14%, signal=52%","TNFRSF4/FASLG/TNFRSF1B/TNFSF13B/CD27/TNFRSF17/LTA/TNFSF8/TNFSF13/TNFRSF9/TNFRSF14/TNFSF14/TNFRSF8/TNFSF9"
"SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_PRE_TREATMENT_UP","SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_PRE_TREATMENT_UP",24,0.69142816006889,1.78444564310562,0.00203096249908576,0.0141163565884731,0.0106180144689045,1623,"tags=54%, list=10%, signal=49%","CCL4/GNLY/IFITM1/TRBC2/CCL5/OASL/EPSTI1/KLRD1/ACRBP/HLA-C/TSPAN33/HLA-H/IFITM3"
"WP_CELIAC_DISEASE_MECHANISM_AND_THERAPIES","WP_CELIAC_DISEASE_MECHANISM_AND_THERAPIES",11,0.811540197269302,1.76718520582738,0.00203601163341051,0.0141352036133563,0.0106321907885272,947,"tags=73%, list=6%, signal=68%","IFNG/GZMB/IL15/TGM2/ITGA4/ITGB7/TNF/CD4"
"FEKIR_HEPARG_SPHERE_VS_HEPARG_UP","FEKIR_HEPARG_SPHERE_VS_HEPARG_UP",93,0.49138234284439,1.61478579056489,0.00207443826829638,0.0143689899294252,0.0108080397387215,3668,"tags=46%, list=23%, signal=36%","IL6/P2RY6/IL1B/ADAM19/PLAUR/TLR2/PLEKHO1/LPXN/C15orf48/DUSP5/SH2B3/TNFRSF21/LHFPL2/IL15RA/IL11/SLC20A1/TAPBPL/IGF2BP3/BMF/CSF1R/SPOCD1/ZNF281/DDX60/EPHB2/MFSD1/TNFAIP8/IER3/SH3PXD2B/MTHFD1L/FUT8/HMGA1/HMGA2/ANGPTL4/TP53I3/ZFP91/ELF4/NT5E/RASA1/BAZ1A/CYP1B1/LRP12/MOXD1/SKIL"
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",93,0.490835569347005,1.61298897778338,0.00207443826829638,0.0143689899294252,0.0108080397387215,2271,"tags=29%, list=14%, signal=25%","FCGR1A/FCGR3A/WAS/PTPRC/RAC2/NCF1/FCGR2A/HCK/DOCK2/VAV1/ARPC1B/PIK3R5/FCGR2C/LAT/PIK3CG/PIK3CD/SPHK1/LYN/CDC42/INPP5D/LIMK1/FCGR2B/SYK/MARCKSL1/PIKFYVE/VAV2/PRKCB"
"ZHENG_FOXP3_TARGETS_IN_THYMUS_UP","ZHENG_FOXP3_TARGETS_IN_THYMUS_UP",189,0.426576669511471,1.50417412517968,0.00208949841605955,0.0144567470502427,0.0108740487243085,4102,"tags=38%, list=26%, signal=28%","CXCR4/CD69/TRAT1/P2RY10/STAT4/RGS1/SLAMF6/SLAMF1/IL7R/SLA/SAMHD1/TLR1/GPR183/CD28/CD84/TNFAIP3/VOPP1/IFNAR2/DOCK10/GBP2/IPCEF1/IRF4/ARHGAP15/PTGER2/HIF1A/FLI1/TOX/PDE4B/CBLB/PIP4K2A/RAB8B/GPR18/ETS1/TBC1D30/TESPA1/PPP3CC/WDR37/FAM8A1/DENND5A/ELK3/GBP6/MALT1/MAP3K5/GPRIN3/CELF2/CPOX/LDLRAD4/L3MBTL3/LTA4H/ZC3HAV1/B3GNT2/JARID2/NT5E/MAN1A1/SRI/ZFAND6/DBF4/ARMT1/SDCBP/LATS2/SIK3/INPP4B/MDFIC/PSMA1/ETNK1/IBTK/CDK17/GALNT4/IDS/AKAP13/RFX3"
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP","REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP",42,-0.540253383854495,-1.80458331568109,0.00210663245154477,0.0145586359251329,0.010950687306015,4720,"tags=55%, list=30%, signal=38%","PPARA/SREBF1/SC5D/SP1/CHD9/LSS/HMGCS1/NFYA/NCOA6/NFYC/NFYB/GGPS1/MVK/DHCR7/ACACA/PMVK/RXRA/TM7SF2/ACACB/ELOVL6/FASN/SCD/GPAM"
