"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING","WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING",33,0.806014388228143,2.2258020015645,1.2724742586566e-08,3.27431993280701e-07,2.46287179021509e-07,1454,"tags=58%, list=9%, signal=52%","MMP1/MMP3/IL6/MMP9/IL1B/VCAM1/CSF2/BCL2A1/CD40LG/ICAM1/BIRC3/CXCL8/SELE/TNF/IL1A/RELB/NFKB2/MMP2/PTGS2"
"WP_CHEMOKINE_SIGNALING","WP_CHEMOKINE_SIGNALING",144,0.583635652800857,2.00953480437194,1.29912776426539e-08,3.32873965699696e-07,2.50380511569615e-07,2359,"tags=39%, list=15%, signal=33%","CXCL10/CXCL9/CXCL11/CCL4/CXCL13/CCL3/CXCR3/CXCR4/CXCL5/CXCR6/CCL5/CCL7/JAK3/CXCL3/FGR/WAS/CCR1/STAT1/CCR6/XCL1/CCR2/CCR7/XCR1/RAC2/NCF1/HCK/CXCR5/DOCK2/CCL19/VAV1/PIK3R5/PREX1/PIK3CG/CCL20/ITK/PIK3CD/CXCL16/LYN/PLCB2/ARRB2/STAT2/CDC42/GNG10/PTK2B/GRB2/CSK/RASGRP2/ADCY7/ADCY3/ELMO1/PRKACB/CX3CR1/VAV2/PRKCB/GNAI2/CCR10"
"WP_INTEGRATIVE_ANALYSIS_OF_TREGGLIAL_INTERACTIONS","WP_INTEGRATIVE_ANALYSIS_OF_TREGGLIAL_INTERACTIONS",95,0.645753237640684,2.12937458492998,1.35454852208851e-08,3.45609911943849e-07,2.59960211589804e-07,2228,"tags=48%, list=14%, signal=42%","IFNG/CD80/IL6/SPP1/IL2RA/OSM/MMP9/IL1B/CD274/PDCD1/STAT4/IL10RA/TNFRSF1B/JAK3/IL2RG/SOCS3/IL10/STAT1/CD68/CD86/CCR6/TGM2/IL12RB1/NLRP3/AIF1/CD28/IL2RB/CCL20/KLRG1/IL12RB2/GSDMD/TNF/CD4/TLR4/NFKB2/CDC42/SSTR2/CASP1/FAM20C/SIRPA/HTR7/TGFBR1/IL10RB/CX3CR1/TMEM119/STAT5A"
"KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES","KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES",14,0.929491555236888,2.11350644445071,1.42404269032434e-08,3.61814544050055e-07,2.72148981198209e-07,862,"tags=86%, list=5%, signal=81%","HLA-DRB3/HLA-DOA/HLA-DRA/HLA-DQA1/HLA-DPA1/HLA-DMB/HLA-DRB1/CD74/HLA-DPB1/HLA-DMA/HLA-DOB/HLA-DQB1"
"MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3","MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3",205,-0.456989610678564,-1.93041663317087,1.44269096555283e-08,3.65018923376484e-07,2.74559245195057e-07,2694,"tags=41%, list=17%, signal=35%","WNT9A/SYT12/AFF3/GDNF/GALNT14/ADRA2C/NPTXR/ST6GAL2/SCUBE1/FAM89A/IGF2/TRNP1/LAD1/BAIAP2L1/GATA2/TDRP/CELSR1/CRABP1/ST8SIA6/BICDL1/FOXE1/SHISA6/MAST1/OCLN/SIM1/RYR2/CITED4/PARD6B/GRIK3/STUM/SLC22A3/SCUBE3/KCNS3/OVOL1/RERG/PAX3/NEUROD2/ATP6V1C2/KCNA1/SCN4B/NXPH3/VWA2/SFRP1/CRTAC1/SGPP2/CNTN2/SOWAHB/PPP2R2C/RTN4R/MYRIP/PTGER3/CDH1/AHNAK/CASZ1/SRCIN1/HOXC5/JAG2/OVOL2/XKR4/SPINT1/KCNG3/RGS6/PTPRT/TP73/RSPO1/HR/DLX5/GABRG3/NPR3/VIPR1/NPAS2/CXCL14/WNT4/SLC6A17/CLSTN2/SPTBN2/DACT2/STAC2/CNNM1/SP8/DLX3/SLC9A2/FOXQ1/COBL/HS3ST6"
"LIM_MAMMARY_STEM_CELL_DN","LIM_MAMMARY_STEM_CELL_DN",382,-0.371153647417652,-1.68052313132908,1.63034439858528e-08,4.10778857426884e-07,3.0897886606522e-07,1853,"tags=25%, list=12%, signal=22%","TPD52/IDE/DHX32/PGAP2/RAB3IP/WDR31/MBOAT2/C1orf210/GOLPH3L/STAP2/TMEM181/ELMO3/MLPH/NECTIN4/STARD10/KRT8/TLR5/CTPS2/MAPK13/MTA3/SORBS2/SYNGR1/GRB7/SLC28A3/HOMER2/MTUS1/KRT19/ATP1B1/PYROXD2/RHPN2/TM7SF2/PLPP2/ALDH3B2/ZFP3/TMPRSS13/EPB41/EHHADH/HDAC11/GABRP/GRHL1/TMEM125/GSTO2/MYO5C/CLDN4/MYO5B/SULT2B1/CDH1/CASZ1/TOM1L1/RAB25/TJP3/MANSC1/ERBB2/CRB3/DHRS4/CLDN3/DHCR24/TFCP2L1/GRTP1/CGN/ELL3/SPINT1/TMEM139/BARX2/ALDH5A1/SLC5A1/AP1M2/KLK11/LYPD3/CGNL1/ZNF750/VIPR1/ARFGEF3/PPL/ERBB3/TFAP2A/C11orf52/PTPRF/GATA3/CAMSAP3/TUFT1/EPCAM/EVPL/LIPH/CLDN8/PPP1R1B/CLDN1/FOXA1/NGEF/CORO2A/SPDEF/VTCN1/MYH14/COBL/BTC"
"ROY_WOUND_BLOOD_VESSEL_UP","ROY_WOUND_BLOOD_VESSEL_UP",47,0.738601447520955,2.19210148061844,1.68908613140489e-08,4.23813437203541e-07,3.18783191692532e-07,2617,"tags=62%, list=17%, signal=52%","MMP1/GBP1/KDM5D/COL4A1/LUM/THY1/SEL1L3/TIMP1/SULF1/XAF1/PLAU/CHN1/COL5A2/RAB31/BMP1/MCTP1/STOM/STC1/CYFIP2/PCDH17/PLXDC1/ANGPT2/DENND4B/NID2/VCAN/ZWINT/ANGPTL2/GALNT2/PEA15"
"LIANG_SILENCED_BY_METHYLATION_2","LIANG_SILENCED_BY_METHYLATION_2",44,0.76122150749407,2.23172205340306,1.71741114411564e-08,4.29139883820963e-07,3.22789628261144e-07,1852,"tags=68%, list=12%, signal=60%","MMP1/IFIT3/IL6/CXCL5/CCL5/CSF2/PI3/CXCL6/OAS2/STAT1/ICAM1/SOD2/IFI6/CCL20/OAS1/TNFAIP3/XAF1/IRF7/IFI44/INHBA/HBEGF/KRT17/IFI44L/PTGS2/TNFSF10/STC1/LCN2/C1S/MX1/MX2"
"MOSERLE_IFNA_RESPONSE","MOSERLE_IFNA_RESPONSE",29,0.82604527919699,2.21972967491063,1.73937287666584e-08,4.32839003506104e-07,3.25572025127706e-07,2412,"tags=93%, list=15%, signal=79%","CXCL10/IFIT3/IFITM1/CD274/GBP1/OASL/EPSTI1/OAS2/RSAD2/STAT1/CMPK2/RTP4/SAMD9L/SAMD9/OAS1/IFI44/IFI44L/HERC5/TRIM22/TNFSF10/DDX60/IFIH1/MX1/DDX60L/IFIT5/IFI16/IFIT2"
"KIM_GLIS2_TARGETS_UP","KIM_GLIS2_TARGETS_UP",83,0.65297962851301,2.12592823868627,1.80182741707973e-08,4.46543048814799e-07,3.35879908075992e-07,1623,"tags=42%, list=10%, signal=38%","CXCL10/CCL8/IGLV7-43/SERPINE1/VCAM1/LILRB1/CCL5/BCL2A1/ADAM8/SOCS3/TNFSF13B/TLR2/FCER1G/ICAM1/CCR2/HLA-DRA/COL4A1/FCGR2A/HLA-DMB/LUM/IRF1/ISG15/HLA-DRB1/AIF1/LTB/CD74/HLA-DMA/PSMB9/HLA-DQB1/CCL2/ADAMTS2/MMP14/PSMB8/CASP4/IFITM3"
"WP_LUPUS_PATHOGENESIS","WP_LUPUS_PATHOGENESIS",16,0.913046188277719,2.14478075295825,1.8455790815619e-08,4.5551904923285e-07,3.42631459137658e-07,1087,"tags=81%, list=7%, signal=76%","CD80/ICOS/IL6/CD274/PDCD1/CD40LG/TNFSF13B/CD86/CD28/TLR7/TLR9/TLR4/CD40"
"REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY","REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY",200,0.538030795870068,1.90642873508858,1.87542586112994e-08,4.61004072449299e-07,3.46757173553379e-07,1748,"tags=22%, list=11%, signal=20%","CD80/ICOS/HLA-DRB3/DERL3/LCK/CD274/CD247/PDCD1/CD3G/CD3D/PDCD1LG2/STAT1/CD86/HLA-DRA/HLA-DQA1/HLA-DPA1/IRF1/HLA-DRB1/VAV1/CD28/CD3E/TRBV7-9/PIK3R5/HLA-DPB1/PIK3CG/GRAP2/HLA-DQB1/TRAV8-4/PIK3CD/CD4/PIK3R6/LYN/PAK2/BTLA/NFKB2/HIF1A/CDC42/SRC/TRIB3/TNFRSF14/GRB2/CSK/LEF1/MAP3K14"
"PID_CD8_TCR_PATHWAY","PID_CD8_TCR_PATHWAY",52,0.727555080984956,2.20866633455313,2.02151261418521e-08,4.94902298703561e-07,3.72254677429972e-07,2302,"tags=58%, list=15%, signal=49%","PRF1/CD80/CD8A/ZAP70/LCK/CD247/CARD11/CD3G/CD3D/CD8B/PTPRC/CD86/LCP2/VAV1/CD28/CD3E/HLA-A/LAT/B2M/GRAP2/BCL10/GRB2/PAG1/CSK/RASGRP2/MAP3K14/PTPN6/RASGRP1/PRKCB/MALT1"
"DER_IFN_GAMMA_RESPONSE_UP","DER_IFN_GAMMA_RESPONSE_UP",68,0.683167555912529,2.14705478001819,2.41052870872696e-08,5.87760770228707e-07,4.42100787368812e-07,2553,"tags=51%, list=16%, signal=43%","IFIT3/IL6/IFITM1/GBP1/IFI30/STAT1/ICAM1/IRF1/ISG15/NMI/PSMB10/HLA-A/PSMB9/TAP1/B2M/FOSL1/BST2/IL15RA/PLSCR1/HLA-C/SP110/FAS/PSMB8/CASP8/TRIM21/IRF9/PSME1/IFI35/C1S/PML/BAK1/CEBPD/IFI16/IFIT2/HLA-E"
"WP_MEASLES_VIRUS_INFECTION","WP_MEASLES_VIRUS_INFECTION",113,0.609837996657678,2.04226724509304,2.78189227114034e-08,6.75586448336774e-07,5.0816134024931e-07,2560,"tags=44%, list=16%, signal=37%","IL6/IL2RA/IL1B/FASLG/CD3G/CD3D/JAK3/IL2RG/OAS2/TLR2/STAT1/SLAMF1/CD28/CD3E/IL2RB/TLR7/TLR9/PIK3CD/OAS1/TNFAIP3/IRF7/IFNAR2/TLR4/IKBKE/IL1A/HSPA6/FAS/NFKB2/STAT2/CBLB/TRADD/CASP8/CD209/FCGR2B/BID/IRF9/IFIH1/TBK1/MX1/CASP9/CCND3/BAK1/TRAF3/BAX/STAT5A/IRAK1/IRF3/CCNE1/HSPA8/NFKBIA"
"MATSUDA_NATURAL_KILLER_DIFFERENTIATION","MATSUDA_NATURAL_KILLER_DIFFERENTIATION",431,0.453383643310524,1.69806956367535,2.84031521720809e-08,6.87015444738293e-07,5.16757981202365e-07,1781,"tags=21%, list=11%, signal=19%","IGHG1/CXCL10/IGKC/PRF1/JCHAIN/IGHA2/IFNG/CCL4/GZMB/LYZ/CXCR3/CD7/CD38/SLAMF7/IFITM1/CCR5/IL1B/DDX3Y/KLRC1/CXCR6/NKG7/CD247/CCL5/FASLG/PDCD1/STAT4/LY86/TBX21/RGS1/CXCL3/SOCS3/CCR1/CD244/MMP13/KLRD1/PLAUR/KLRB1/PLA2G2D/XCL1/CAMK4/LIMD2/CCR7/CORO1A/PTPN22/IL2RB/CEACAM21/GPR34/GRAP2/MCOLN2/MYO1F/MS4A6A/PTPRJ/MPEG1/CYP24A1/RUNX2/CIITA/SAT1/TACC3/HLA-B/COL11A1/FGL2/PLSCR1/KIF11/TM6SF1/WIPF1/RRM2/MATK/LITAF/PRSS23/AIP/SCAMP1/MERTK/GCA/ACTB/PTGS2/ITGB1/HEXA/CHST7/GGT5/ENG/PDK3/KLRK1/PPP3CC/SERPINB1/RIPK3/IFNGR1/LY75/PDE7A/RNF19B"
"MEISSNER_BRAIN_HCP_WITH_H3K27ME3","MEISSNER_BRAIN_HCP_WITH_H3K27ME3",138,-0.502768641261614,-2.04268326768039,2.90570697443114e-08,7.00032273879885e-07,5.26548955190478e-07,2328,"tags=47%, list=15%, signal=41%","FAM89A/IGF2/TCFL5/DMGDH/AMN/CBLC/WNT10B/HOXC8/CELSR1/FOXE1/LMX1B/SIM1/SLC47A1/SIX1/SLC44A3/HAND2/NOTCH3/SPAG16/IRX2/OVOL1/HES2/HOXA10/LGR6/KRT19/GDF7/EMILIN3/HOXA5/CLDN4/HOXC11/MESP1/PLEKHG6/SLC47A2/TFAP2C/HOXC5/KRT7/PROM2/CRB3/SFRP5/DMRTA1/SLC18A2/CLDN3/SPINT1/NTF4/TP73/LARGE2/IRF6/WNT2B/AQP5/PKP1/CHMP4C/WNT7B/GATA3/ESPN/EPCAM/CRLF1/HOXC13/SLC6A2/HOXC12/TNXB/CYP4F22/CALB2/POU2F3/KDF1/DLX3/WNT3"
"MARZEC_IL2_SIGNALING_UP","MARZEC_IL2_SIGNALING_UP",108,0.62164692783311,2.07115152587778,2.98594022929334e-08,7.16507165338763e-07,5.38941007968944e-07,2639,"tags=40%, list=17%, signal=33%","IL24/CSF2RB/CCL3/SPP1/IL2RA/OSM/IL18RAP/TNFRSF4/IL10RA/CSF2/CD40LG/TNFRSF1B/SOCS1/IL10/PTPN7/BIRC3/SERPINB9/IL2RB/CXCL8/TNFRSF21/IL1A/CDC6/CSF2RA/TNFRSF9/TRIB3/TNFRSF12A/TNFSF10/DUSP6/PNP/ADCY3/CCND3/GADD45B/TNFAIP8/IER3/CARD9/TNFSF14/CISH/TNFRSF8/CCNE1/CDC25A/PDE4A/PEA15/RGCC"
"REACTOME_SIGNALING_BY_GPCR","REACTOME_SIGNALING_BY_GPCR",452,0.446075250771497,1.67411873278864,3.06415118364649e-08,7.32368466700013e-07,5.50871531705283e-07,2175,"tags=28%, list=14%, signal=25%","CXCL10/CXCL9/MMP3/CXCL11/CCL4/CXCL13/GPR84/CCL3/CXCR3/CCL4L2/CXCR4/P2RY6/CCR5/FPR2/CXCL5/CXCR6/FPR1/CCL5/PNOC/P2RY10/CCL7/GPR15/C3AR1/RGS1/CXCL6/CXCL3/FPR3/S1PR4/CCR1/CCRL2/GPR132/PTAFR/P2RY14/CCR6/XCL1/CAMK4/CCR2/CCR7/XCR1/CXCR5/ARHGEF6/CCL19/RGS16/GPR183/GPR65/VAV1/XCL2/ADGRE1/RGS4/GPR68/PTGER4/PIK3R5/PREX1/GPSM3/CXCL8/PIK3CG/CCL20/C5AR1/FZD2/MCHR1/FN1/ADORA3/FGD2/RXFP1/GPBAR1/CMKLR1/RGS18/S1PR1/CXCL16/CCL2/ADGRE5/RGS19/PIK3R6/ADGRE2/HBEGF/RGS10/FGD3/PLCB2/P2RY13/ARRB2/PTGER2/CDC42/ITGA5/PDE4B/GNG10/GPR176/SRC/RAMP3/RGS3/GRB2/ITGB1/PTGIR/FFAR2/GPR18/SSTR2/RASGRP2/WNT5A/GPR150/HRH2/ARHGEF10L/PPP3CC/ADORA2A/OXTR/NPFFR1/HTR7/PTHLH/PDE7A/ADCY7/ARHGEF1/DAGLA/TSHR/ADCY3/ARHGEF2/APLN/BTK/F2RL2/PRKACB/PLEKHG2/SUCNR1/C5AR2/RPS6KA1/PDE10A/TAS2R20/CNR2/CX3CR1/GNA13/RASGRP1"
"REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN","REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN",36,-0.744940633170806,-2.4450298008562,3.12594204821812e-08,7.44195730928148e-07,5.59767741000849e-07,1721,"tags=72%, list=11%, signal=64%","IVL/YAP1/KRT14/ITGB4/PRSS3/CSPG4/KRT19/KRTDAP/LGALS7B/GJB3/KLK7/KRT5/CALML5/CASP14/TP63/SPINK5/KRT78/HOPX/DMKN/LGALS7/SBSN/KPRP/FLG/KRT15/KRT1/KRT10"
"BOQUEST_STEM_CELL_UP","BOQUEST_STEM_CELL_UP",244,-0.418610904946978,-1.81475707497127,3.18818678063992e-08,7.56037861275672e-07,5.68675132266052e-07,1988,"tags=34%, list=13%, signal=30%","SLIT2/BMPR1A/PDGFRL/DZIP1/AGL/F3/FLRT2/CYBRD1/FBLN1/PLAGL1/NET1/GPC4/GALNT12/IRS2/UST/MGP/SPOCK1/MFAP4/TMEM45A/CES1/SLC22A3/ABCA6/ACOX2/FBLN5/DKK2/C7/CDKN2C/MFAP5/EFEMP1/LIF/KCND2/PEG10/OSR2/OGN/ANG/FZD7/HSPB8/PTPN13/VEGFD/CFD/MYH11/PRELP/GSTM3/SVEP1/ABCA8/PCDH9/APOE/CILP/SLIT3/CAPN6/CHL1/GPC3/F10/EFS/APOD/CHRDL1/MEST/AKR1C1/CDO1/ITGBL1/PPL/EGFR/CXCL14/IGFBP6/GSTM5/SOX9/ATP1A2/CRYAB/CRABP2/BHMT2/NOVA1/FXYD1/GDF10/LRP1B/PAMR1/RERGL/NTRK2/PCOLCE2/NPY1R/PLP1/ADH1B/MYOC"
"WP_T_CELL_MODULATION_AND_DESMOPLASIA_IN_PANCREATIC_CANCER","WP_T_CELL_MODULATION_AND_DESMOPLASIA_IN_PANCREATIC_CANCER",48,0.734790616931323,2.1945673449916,3.58362969944925e-08,8.46492530959751e-07,6.36713155070732e-07,1474,"tags=54%, list=9%, signal=49%","CD80/IDO1/ICOS/IL6/CXCR4/TNFRSF4/CD274/FASLG/PDCD1/CD40LG/TIGIT/CD226/PDCD1LG2/IL10/HAVCR2/CD86/CD28/HLA-A/FAP/B2M/LGALS9/CD40/FAS/ENTPD1/TNFRSF9/TGFB3"
"BIOCARTA_THELPER_PATHWAY","BIOCARTA_THELPER_PATHWAY",12,0.94070268899036,2.07118923080675,3.78697406782698e-08,8.91044054013608e-07,6.70223835637123e-07,947,"tags=100%, list=6%, signal=94%","CD247/CD3G/CD3D/ITGB2/PTPRC/ICAM1/ITGAL/CD28/THY1/CD3E/CD2/CD4"
"CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP",110,-0.536244192474438,-2.12470571746189,4.01134046207094e-08,9.40177355586937e-07,7.07180829726991e-07,2223,"tags=46%, list=14%, signal=40%","ATP1A1/LAD1/HOOK2/PDZK1IP1/TSTD1/CBLC/EPB41L4A/EPN3/TLCD1/FXYD3/PRSS8/ELMO3/SH3YL1/SCNN1A/OVOL1/ESRP2/RHOD/GAREM1/S100A14/PKP3/C6orf132/MYO5B/PRRG4/GJB3/CDH1/KRT5/CKMT1B/OVOL2/PROM2/MARVELD2/MPP7/RAB25/CDS1/MACC1/C1orf116/RNF39/SPINT1/MAL2/GRHL2/FAM83B/BSPRY/ESRP1/TACSTD2/IRF6/DMKN/PRR15L/TRIM29/PPL/RNF43/PPP1R14C/KRT15"
"WP_LUPUS_THERAPIES","WP_LUPUS_THERAPIES",21,0.867064088657845,2.15523885076776,4.33251118808947e-08,1.01153263144313e-06,7.60852706512278e-07,1276,"tags=86%, list=8%, signal=79%","IFNG/CD80/IL6/CD38/CD40LG/MS4A1/TNFSF13B/C2/CD86/C1QC/CD19/C1QB/CD28/IL23A/CD22/CD40/C4A/C4B"
"KEGG_VIRAL_MYOCARDITIS","KEGG_VIRAL_MYOCARDITIS",58,0.696043592327162,2.13470739364043,4.51313973507364e-08,1.04965215299963e-06,7.8952537632604e-07,1569,"tags=50%, list=10%, signal=45%","PRF1/CD80/HLA-DRB3/CD40LG/ITGB2/ICAM1/HLA-DOA/CD86/HLA-DRA/ITGAL/HLA-DQA1/HLA-DPA1/RAC2/HLA-DMB/HLA-DRB1/CD28/HLA-F/HLA-DPB1/HLA-A/HLA-DMA/HLA-DOB/HLA-G/HLA-DQB1/HLA-B/CD40/HLA-C/ACTB/CASP8/BID"
"SENESE_HDAC1_AND_HDAC2_TARGETS_UP","SENESE_HDAC1_AND_HDAC2_TARGETS_UP",209,0.527835250201238,1.87817352215757,4.59248496069923e-08,1.06401366120108e-06,8.00327788472732e-07,2596,"tags=34%, list=16%, signal=29%","MMP1/IL24/SERPINA1/MMP9/CXCL5/SRGN/CSF2/PI3/BCL2A1/CXCL3/SYTL3/SLC16A3/PLAUR/LAPTM5/KYNU/TGM2/RAC2/ULBP2/IL7R/CHST11/LPXN/GCH1/SCG5/TCN1/BIRC3/LTB/CXCL8/CCL20/TMEM200A/FN1/TNFAIP3/ZC3H12A/TMEM158/SH2B3/PLAU/SPHK1/FOSL1/PSTPIP2/SLC7A2/IL1A/NAMPT/IL11/DOCK4/POU2F2/NFKB2/ST3GAL1/ZBED2/NRIP3/TNFRSF12A/STK10/GPAT3/COL6A3/SNAP23/PTX3/CBFB/PGF/CDC42SE2/CREM/GFPT2/GEM/MCL1/GNA13/IL6R/ADAMTS6/ELK3/SEC61A1/PCGF5/CCNE1/TIE1/MAP3K7CL/PDE4DIP/G0S2"
"KEGG_ASTHMA","KEGG_ASTHMA",20,0.872226526628876,2.15366544431812,4.71562357831722e-08,1.08837312130093e-06,8.18650441217707e-07,1087,"tags=80%, list=7%, signal=75%","HLA-DRB3/CD40LG/FCER1G/IL10/HLA-DOA/HLA-DRA/HLA-DQA1/HLA-DPA1/HLA-DMB/HLA-DRB1/HLA-DPB1/HLA-DMA/HLA-DOB/HLA-DQB1/TNF/CD40"
"KIM_LRRC3B_TARGETS","KIM_LRRC3B_TARGETS",28,0.816074863044158,2.1728107694531,4.82626439216503e-08,1.10967379389437e-06,8.34672340946372e-07,1138,"tags=68%, list=7%, signal=63%","CXCL9/SERPINA1/LYZ/CCL5/OAS2/ISG15/HLA-DRB1/CD74/HLA-DPB1/HLA-A/TAP1/B2M/IFI27/HLA-DQB1/PSME2/IFI44/HLA-B/HLA-C/TAPBP"
"PID_TCR_PATHWAY","PID_TCR_PATHWAY",62,0.695259996491326,2.15156757706414,5.23669907577311e-08,1.19948179209091e-06,9.02223951611468e-07,2302,"tags=52%, list=15%, signal=44%","CD80/ZAP70/LCK/CD247/CARD11/CD3G/CD3D/WAS/PTPRC/CD86/HLA-DRA/LCP2/SLA2/VAV1/CD28/CD3E/LAT/GRAP2/ITK/CD4/MAP4K1/CDC42/BCL10/GRB2/PAG1/CSK/RASGRP2/MAP3K14/PTPN6/RASGRP1/PRKCB/MALT1"
"WP_CELL_INTERACTIONS_IN_PANCREATIC_CANCER_MICROENVIRONMENT","WP_CELL_INTERACTIONS_IN_PANCREATIC_CANCER_MICROENVIRONMENT",25,0.838408037316284,2.18470756073349,5.3363724718903e-08,1.21769978632153e-06,9.15927128144507e-07,1451,"tags=64%, list=9%, signal=58%","CXCL10/CD80/CXCR3/CXCR4/CCR5/CCL5/FASLG/CSF2/CD86/CCR2/HLA-DRA/HLA-DRB1/CCL2/FAS/CSF2RA/CSF1R"
